"068XIA","0.04"
"911-SFM","0.18"
"473ZHV","0.20"
"EPD 056","0.09"
"UI 92702","0.07"
"7RT 014","0.09"
"7D 5P2FIM","0.18"
"037 1084","0.19"
"998-AZE","0.20"
"75-HF63","0.16"
"570 FTH","0.19"
"MID 700","0.02"
"084-MER","0.10"
"6HG 470","0.17"
"906GBP","0.01"
"7342 EF","0.03"
"ABI 431","0.19"
"907-EQE","0.09"
"774NQM","0.07"
"KJT-5113","0.03"
"58Y BL5","0.17"
"251-ZCT","0.06"
"1BVU095","0.07"
"829 CBP","0.18"
"83E MN4","0.17"
"76X KM4","0.03"
"94E K73","0.08"
"HCZ 347","0.12"
"44T N27","0.19"
"3E 58937","0.19"
"TCN-5823","0.19"
"RVY 420","0.02"
"55-KA79","0.07"
"HUO 739","0.15"
"2996 KU","0.13"
"2ZP G64","0.02"
"0T FI657","0.08"
"308 JTD","0.17"
"GSZ9183","0.08"
"P46 7VL","0.14"
"MPZ 575","0.20"
"QKO-829","0.20"
"LDU9330","0.03"
"402TJ","0.18"
"FOO M28","0.12"
"2KLQ599","0.14"
"883-PKU","0.05"
"XPO0594","0.15"
"NZQ4421","0.09"
"00-DP96","0.13"
"3V954","0.05"
"453-CXR","0.06"
"132 SG4","0.07"
"FY2 Z3A","0.19"
"1-27340","0.17"
"LKL 140","0.17"
"JF 9441","0.14"
"HQB 732","0.08"
"0GH3407","0.07"
"58V 7673","0.17"
"KWL 234","0.16"
"28QM515","0.09"
"40-07240","0.19"
"G06 7XX","0.14"
"095 1051","0.06"
"576 3RX","0.03"
"379 SJR","0.11"
"87MB5","0.05"
"981 ZVX","0.01"
"0GS 400","0.16"
"56-L536","0.15"
"ENN-792","0.12"
"13HE845","0.06"
"FPU-4643","0.13"
"NBT-6137","0.10"
"8RWL 47","0.09"
"8-98424T","0.05"
"OTG-508","0.13"
"0T 4133F","0.19"
"048PZO","0.06"
"CMC7770","0.06"
"3ZIZ203","0.11"
"107 HQE","0.16"
"630792","0.20"
"60L S54","0.19"
"797-DWO","0.11"
"ZKL 408","0.11"
"1NH Y96","0.12"
"954-819","0.12"
"XVC-5702","0.07"
"034-CCM","0.05"
"4250","0.08"
"WWX 721","0.19"
"6116 MW","0.06"
"563-WIBW","0.08"
"QBU 775","0.17"
"43D•002","0.10"
"61-1643H","0.20"
"ZJC 780","0.10"
"52K 253","0.07"
"9869","0.11"
"JDN-513","0.12"
"KTV 111","0.04"
"575 NJW","0.16"
"WPH 482","0.19"
"720 6OW","0.17"
"1-B0837","0.15"
"FOF-146","0.09"
"D86 4PG","0.15"
"27RL379","0.16"
"5L GO472","0.06"
"82H NM4","0.01"
"285CPN","0.19"
"829 HLI","0.19"
"378-TWF","0.16"
"780 GPE","0.19"
"EQ2 B4L","0.05"
"6U H2761","0.12"
"115VUV","0.17"
"1JV 289","0.02"
"3-20108Y","0.10"
"2776 KX","0.12"
"16-09611","0.02"
"XF 9635","0.12"
"U 043789","0.07"
"090-RLA","0.13"
"6R D3010","0.14"
"1034","0.11"
"43D Q58","0.03"
"9HK90","0.12"
"T62 9II","0.13"
"8C616","0.19"
"47-7414Q","0.19"
"HAN 040","0.19"
"PK-5192","0.19"
"332223","0.14"
"LEK 531","0.05"
"ELR 808","0.07"
"H 522744","0.11"
"7223 NP","0.20"
"GKZ1558","0.12"
"7UP6930","0.13"
"IMD 885","0.06"
"NAJ 397","0.19"
"1H147","0.16"
"166NQ","0.15"
"7CM 252","0.19"
"24H 318","0.17"
"9G J9262","0.02"
"CGV-6129","0.03"
"92-HZ26","0.02"
"KYI H00","0.12"
"97-GX79","0.19"
"D49 4ZN","0.19"
"6-E4776","0.06"
"SX2 7251","0.13"
"098 FGD","0.11"
"236 TWF","0.20"
"KWH 291","0.20"
"635 QTQ","0.19"
"038 APT","0.06"
"NN 17736","0.03"
"43V 3510","0.01"
"KIA 6405","0.19"
"ZZN-0081","0.08"
"FXF 681","0.06"
"06LL4","0.14"
"KUE 575","0.12"
"YWG-553","0.19"
"VWI9850","0.15"
"HGO-538","0.19"
"125 XZC","0.06"
"3S833","0.08"
"LDO5255","0.01"
"697IY","0.17"
"C10 6VP","0.02"
"DAH 943","0.09"
"2-6595O","0.07"
"0IEL603","0.06"
"7YC1328","0.06"
"7FJB699","0.05"
"MYO 908","0.04"
"6BY D30","0.02"
"Z48-LNU","0.07"
"LPL 167","0.02"
"G35-93F","0.10"
"ST0 2464","0.16"
"82-XY76","0.15"
"1XYO999","0.04"
"B85-47U","0.20"
"90N•275","0.03"
"8950 HR","0.10"
"489 3AS","0.04"
"52-DJ44","0.09"
"68-0428H","0.10"
"544-CDF","0.20"
"655 MMG","0.14"
"1903 ZC","0.18"
"2105 NT","0.02"
"351J6","0.07"
"1516 BK","0.10"
"777S","0.13"
"1OK 479","0.06"
"0537 BF","0.01"
"MUQ 115","0.17"
"PWN-4162","0.20"
"ZYB1239","0.04"
"195 VZW","0.12"
"PTQ-239","0.04"
"8Z 19360","0.02"
"SPV 0537","0.05"
"120-OXS","0.14"
"XPX-8211","0.20"
"019-LLG","0.12"
"JL-4000","0.18"
"V07 2VG","0.15"
"LMK 914","0.16"
"014 WOG","0.09"
"886 4HR","0.14"
"5-1693J","0.13"
"YLY 870","0.03"
"460 2ZF","0.08"
"B99-ZGK","0.03"
"LNG 754","0.03"
"343-JOV","0.17"
"K 172348","0.10"
"3FH6735","0.04"
"97-0934F","0.01"
"UYL-252","0.07"
"699-021","0.18"
"6MB4157","0.20"
"YKC 837","0.11"
"827 SYE","0.12"
"LGX 612","0.05"
"3-64095S","0.01"
"765-SPM","0.19"
"765 KT1","0.08"
"359 5IY","0.02"
"6NK A88","0.08"
"VIV 166","0.15"
"282AV","0.16"
"865-ZFPR","0.12"
"9NA 058","0.07"
"496 8WH","0.16"
"SKL0261","0.07"
"OMB-481","0.20"
"1-E1191","0.13"
"7I 5D3IIB","0.02"
"372 RNQ","0.05"
"76-LS60","0.16"
"431-ZJT","0.11"
"BMI 958","0.10"
"H72 0LM","0.07"
"LAJ 896","0.04"
"969 9QE","0.12"
"753-029","0.04"
"ABJ 020","0.09"
"3-1367U","0.05"
"JDD0311","0.14"
"EIA 301","0.11"
"90Y N58","0.18"
"8A 62531","0.20"
"214-WBB","0.17"
"WZF-429","0.06"
"4TO R06","0.11"
"644-TNM","0.20"
"2416","0.13"
"869-519","0.19"
"01KX7","0.20"
"QRF 4457","0.09"
"L92 4FF","0.04"
"I83-MWH","0.05"
"3-K4700","0.19"
"97G Z51","0.04"
"7EZG 18","0.06"
"012-QAB","0.13"
"665-JCK","0.12"
"925T1","0.11"
"169 ZMQ","0.08"
"KIA 524","0.02"
"1PF 356","0.02"
"24H•543","0.01"
"041 VZC","0.10"
"89WH736","0.08"
"XHC-388","0.03"
"5U 35411","0.07"
"359 QPS","0.18"
"1-55541","0.13"
"02-X401","0.11"
"VHT8711","0.15"
"2-37557","0.14"
"445-719","0.09"
"WZ-8123","0.02"
"3M570","0.10"
"P 398440","0.14"
"OZZ-8079","0.07"
"81K M32","0.12"
"42XZ936","0.12"
"OOW3494","0.10"
"L73-61F","0.13"
"77-L475","0.07"
"80XF7","0.09"
"992DYS","0.20"
"43-36179","0.07"
"533-OZE","0.04"
"T76-IZV","0.03"
"FKF5770","0.08"
"614 6368","0.05"
"094 UEV","0.07"
"0UR72","0.11"
"03-IB08","0.11"
"8-D7837","0.09"
"997 UMS","0.08"
"818 0122","0.02"
"OXQ 753","0.08"
"2CN69","0.03"
"25PQ568","0.11"
"UV-6367","0.17"
"HTK-3055","0.02"
"11-VN52","0.02"
"AJN 555","0.18"
"ULP 5599","0.18"
"8N 2396A","0.12"
"1MVW 67","0.05"
"717M8","0.02"
"86W O36","0.05"
"5YW2784","0.11"
"48-1893J","0.18"
"24-T246","0.16"
"1KT18","0.06"
"40-91479","0.19"
"IQC 322","0.17"
"5L 85012","0.09"
"7O Q0469","0.12"
"950-HXM","0.07"
"AM 47370","0.06"
"ENS-045","0.03"
"IDI9268","0.09"
"NQC 330","0.14"
"ST-7019","0.11"
"AXJ 473","0.04"
"796 OJE","0.05"
"SQ0 4512","0.04"
"SBW-5468","0.12"
"MZB 774","0.06"
"6-C4398","0.07"
"VWB Y11","0.01"
"QKF 275","0.13"
"OI 81068","0.13"
"438F","0.01"
"20-03912","0.13"
"026 LZV","0.10"
"02-93119","0.03"
"761-VRH","0.15"
"0-71170","0.20"
"949-RLF","0.03"
"8O 30867","0.04"
"0E 97362","0.14"
"530-LBW","0.15"
"2221 MM","0.12"
"C08 8YY","0.17"
"28-8142L","0.03"
"46-J616","0.01"
"INY 925","0.10"
"9-06851","0.12"
"1789 XE","0.14"
"72-6377B","0.12"
"6BI 199","0.20"
"D92 0CO","0.08"
"USD9519","0.14"
"236-IFT","0.13"
"TZZ-9044","0.18"
"SVP 307","0.17"
"0DH 393","0.18"
"55Z 447","0.09"
"61L Y75","0.02"
"7QM 381","0.02"
"4DO H61","0.07"
"X42 1XQ","0.18"
"6XOR 91","0.10"
"021-AXN","0.18"
"173662","0.20"
"6AQ 736","0.13"
"M70-07U","0.03"
"WYV 972","0.07"
"77-01307","0.13"
"ALA-874","0.14"
"SPH 619","0.02"
"3Y OA231","0.07"
"96A 243","0.04"
"BG4 6387","0.09"
"23I FD0","0.12"
"FV1 1595","0.18"
"48BR1","0.04"
"6R 16287","0.14"
"DOJ-2323","0.19"
"ZJU 139","0.16"
"1XG4175","0.18"
"4NL 535","0.09"
"QF1 S8N","0.03"
"9DA B56","0.11"
"9CV I41","0.15"
"1BB F78","0.20"
"540 IDG","0.03"
"66-1441E","0.12"
"7J U3224","0.11"
"9FF3528","0.20"
"4-5680C","0.09"
"74-W606","0.05"
"N84-PQE","0.19"
"YRX 399","0.15"
"WO4 5591","0.05"
"9PO69","0.18"
"2BXO464","0.02"
"0VB 906","0.16"
"ZIQ 149","0.19"
"5329 EN","0.15"
"831 IUZ","0.02"
"JA9 Z4W","0.01"
"493 TXF","0.11"
"JIT-140","0.13"
"19-18469","0.16"
"OGQ 684","0.03"
"966 DLK","0.14"
"147MBS","0.10"
"IVH2070","0.15"
"FZA-166","0.02"
"0GC K74","0.06"
"GPE-0743","0.05"
"409-RHK","0.10"
"CCX 330","0.18"
"481TI","0.07"
"9-63822","0.20"
"TPG-3067","0.14"
"2B 4J1LTS","0.04"
"OLJ 475","0.02"
"460 PLB","0.08"
"5KN8106","0.12"
"P02-IEU","0.12"
"A72 9GB","0.19"
"1Y 4785V","0.19"
"4U 64183","0.06"
"CO-2285","0.19"
"EXT3493","0.13"
"TDU 562","0.11"
"PDU-5383","0.07"
"4SHK397","0.10"
"039LUM","0.02"
"004-354","0.20"
"E 932934","0.02"
"PZK7225","0.01"
"ZX-0410","0.15"
"6JE D91","0.10"
"1707","0.04"
"AF-3334","0.14"
"8757 OY","0.14"
"13AZ2","0.10"
"C22 5EV","0.14"
"29M 061","0.16"
"H00 1TT","0.18"
"422-ZMBC","0.11"
"809 HJG","0.14"
"N48 7KJ","0.13"
"53-70218","0.07"
"BZT-8917","0.18"
"455EI","0.17"
"005-ULK","0.13"
"QSI-0728","0.18"
"315D","0.02"
"70-10335","0.03"
"9B 24642","0.01"
"U 300014","0.17"
"YWX 414","0.15"
"294-ULC","0.14"
"77K•397","0.20"
"3O U9171","0.04"
"466Z","0.16"
"05K 6364","0.13"
"I21-VAI","0.03"
"0JP 603","0.20"
"5979 UK","0.18"
"LAW 499","0.16"
"6-66812O","0.19"
"CUF 765","0.08"
"134 1FU","0.14"
"OF9 E8Z","0.13"
"9HV5796","0.18"
"6TY M35","0.16"
"IUM 957","0.19"
"602 YDV","0.10"
"266 XWQ","0.15"
"572M1","0.06"
"092 4008","0.14"
"XOZ-6742","0.09"
"QD1 6263","0.04"
"UBG 705","0.18"
"4877 HD","0.06"
"1W 1E3KIE","0.01"
"HTS-340","0.13"
"06O 3236","0.05"
"RSH 713","0.13"
"T00-10H","0.10"
"1OQ4788","0.18"
"TSU-5743","0.05"
"2E 88599","0.18"
"ZCN 992","0.10"
"AG0 H3A","0.18"
"DPN 275","0.12"
"DSO T47","0.20"
"548 HHR","0.19"
"641 NGB","0.18"
"ZLT 211","0.01"
"98U•282","0.06"
"PKC-692","0.15"
"884T","0.02"
"000AKU","0.02"
"688079","0.18"
"1ML 790","0.06"
"7M832","0.07"
"8-T1406","0.02"
"90-08363","0.03"
"UO7 8435","0.15"
"OXA K08","0.20"
"6KN S89","0.06"
"U38 5AY","0.16"
"62-AP49","0.18"
"595 EFK","0.05"
"871G6","0.03"
"61-31467","0.06"
"6M587","0.20"
"XPD-3695","0.10"
"380-HUO","0.03"
"99-NI81","0.16"
"2LV 581","0.11"
"20-WX94","0.14"
"GFQ-2867","0.14"
"25-2237T","0.01"
"0X 7451N","0.12"
"921 1439","0.06"
"TOB5320","0.14"
"156 2042","0.19"
"KVI 086","0.04"
"5LE 632","0.01"
"S40-16I","0.06"
"MBU 930","0.11"
"8D 2634Q","0.05"
"KGY 444","0.10"
"RYV-356","0.07"
"10M•704","0.14"
"136-QMN","0.10"
"809935","0.08"
"557-SOL","0.11"
"685 YQ6","0.04"
"1O465","0.07"
"BZS 595","0.13"
"D46-CIM","0.11"
"EVH-450","0.10"
"95T Q63","0.11"
"PIX9902","0.16"
"9-J1962","0.05"
"ANU-5516","0.14"
"KBJ 4569","0.04"
"ZYP 147","0.03"
"1-7947Z","0.06"
"9-08318C","0.20"
"7Y WT671","0.20"
"LKJ 069","0.20"
"I36 1ZN","0.17"
"4BN78","0.03"
"972EI","0.02"
"HYP 422","0.17"
"OHR 553","0.17"
"SVC 893","0.13"
"KFE 675","0.07"
"52N 9887","0.16"
"DOA-3433","0.02"
"76OU5","0.04"
"LFI 004","0.14"
"8CY1257","0.10"
"3BT7633","0.16"
"0-84493U","0.17"
"801MFH","0.04"
"BUD V93","0.18"
"215 NLU","0.01"
"0F O5626","0.03"
"MJH 299","0.16"
"9-72187N","0.04"
"364 2VT","0.17"
"502-KIZ","0.18"
"VCK 021","0.06"
"BID 680","0.16"
"YLV 374","0.10"
"3WA 104","0.13"
"SWJ 661","0.16"
"681074","0.18"
"OKB-156","0.01"
"B77-WKD","0.03"
"SY8 5894","0.09"
"KQH 862","0.17"
"ZRC-5090","0.08"
"4XD G31","0.13"
"257 AMJ","0.05"
"129 3BB","0.08"
"431 ODL","0.01"
"58X R62","0.12"
"824 NFL","0.10"
"057 ADN","0.16"
"523 2FQ","0.10"
"18J LK9","0.20"
"7EU 431","0.04"
"ZVS 401","0.06"
"109607","0.05"
"943 BI2","0.19"
"741 BTK","0.18"
"214 BMW","0.15"
"N22-60W","0.15"
"0L 42816","0.05"
"BFU-6320","0.17"
"461-IDZ","0.03"
"99JT4","0.10"
"8H 0N0CLA","0.03"
"GPC-501","0.15"
"69H E11","0.01"
"A94 9ZX","0.15"
"5-M9144","0.07"
"ORX 920","0.04"
"HNG 119","0.09"
"KAQ1205","0.02"
"49MW076","0.17"
"K25-ZAC","0.11"
"MEB 992","0.05"
"950-RCX","0.20"
"36-LX51","0.07"
"7NU6930","0.07"
"0MS4372","0.07"
"3XM9149","0.01"
"AO3 G6U","0.14"
"06-2061F","0.17"
"543 GXV","0.13"
"0IC 560","0.19"
"598 YFB","0.06"
"091 4082","0.13"
"VVA 699","0.15"
"5Y 91904","0.02"
"SC0 P6K","0.06"
"7DW 283","0.06"
"899 6HX","0.07"
"557OL","0.12"
"573-KMJ","0.14"
"LB-7259","0.07"
"L17-45P","0.04"
"OT3 Q4A","0.07"
"550D","0.07"
"5-7497A","0.11"
"B 865415","0.13"
"2ER6986","0.02"
"TAE-0812","0.03"
"MTI L38","0.12"
"852-178","0.11"
"EMC-301","0.20"
"OT-7520","0.04"
"61-PR34","0.14"
"2N K3797","0.10"
"9-6764H","0.12"
"SNG4681","0.10"
"MW5 7874","0.02"
"0M 1G4ANE","0.20"
"4XW8048","0.03"
"200 KAT","0.01"
"LVR 138","0.11"
"874-LXC","0.20"
"IH-6385","0.03"
"4PN02","0.13"
"08-48518","0.09"
"1OM F77","0.12"
"930 ATG","0.15"
"021P","0.15"
"JY9 9316","0.13"
"33-FX02","0.15"
"GYW L02","0.12"
"61DB6","0.06"
"TG7 M1G","0.10"
"7K 19605","0.11"
"115-729","0.12"
"7-J4002","0.05"
"AOX-517","0.17"
"3-A2819","0.12"
"7553","0.14"
"2OG 647","0.19"
"BQW 240","0.20"
"GN 6954","0.07"
"VKE 143","0.04"
"693 QYY","0.20"
"6274 CR","0.10"
"02L OH5","0.16"
"4-54014","0.15"
"35U 8547","0.04"
"544-PIP","0.03"
"MUE 539","0.19"
"IJ3 3445","0.06"
"8-19549","0.20"
"VCD5051","0.11"
"182 VPI","0.13"
"073 4243","0.13"
"8AC 233","0.15"
"1L754","0.02"
"A14 8KU","0.17"
"6V T0394","0.05"
"XB 9075","0.18"
"114 IJD","0.04"
"4WQ2204","0.02"
"895-BUVT","0.18"
"MKV 540","0.06"
"126 1DB","0.04"
"957 IGH","0.08"
"W05-AXW","0.11"
"908 1PS","0.02"
"986 0EG","0.13"
"GET 386","0.20"
"LO7 E3H","0.19"
"761L6","0.06"
"OZV-9038","0.07"
"53I ON7","0.20"
"ZMO 491","0.14"
"AXS-942","0.19"
"JVD 347","0.10"
"9G 6143X","0.12"
"CCH 520","0.06"
"JJW-645","0.19"
"GIN-4877","0.08"
"90BH319","0.13"
"6RPY966","0.01"
"132V","0.07"
"E85-57P","0.15"
"5Z453","0.04"
"XYQ-376","0.12"
"095-QGRQ","0.17"
"CPR-3348","0.14"
"35-QD71","0.13"
"EKH 712","0.17"
"GSB 254","0.04"
"70Q K32","0.15"
"LJB 702","0.16"
"72BW2","0.02"
"JNP 084","0.19"
"26-XB31","0.18"
"9Z 6A1OLY","0.11"
"WMI-0636","0.08"
"XGA U24","0.07"
"VRL 170","0.08"
"699 JFU","0.08"
"PX 1810","0.08"
"1K 0224P","0.08"
"TNI-1393","0.06"
"ZUH 416","0.04"
"7V D4214","0.07"
"CMP 443","0.19"
"6A H6999","0.02"
"179 FXT","0.09"
"KXG 988","0.10"
"Y85 6FO","0.07"
"4-9374N","0.04"
"DZ1 2240","0.15"
"3906","0.13"
"929-VBM","0.08"
"443 ZWT","0.18"
"JBH-5496","0.20"
"SHV-2891","0.09"
"ZFM 367","0.19"
"LFZ 274","0.20"
"5-P6935","0.13"
"1EU 336","0.18"
"185495","0.17"
"OPK4485","0.16"
"85Z P44","0.09"
"416CY","0.13"
"320 POO","0.19"
"APY-3582","0.02"
"17-C008","0.18"
"780-JZI","0.14"
"667 VDM","0.11"
"CD4 9747","0.13"
"I74 3IT","0.07"
"CG 6054","0.05"
"566 5XC","0.13"
"7YDO902","0.08"
"22-67615","0.08"
"67QS083","0.13"
"6SRO 34","0.10"
"6R VW922","0.19"
"NR 4678","0.01"
"LFX-7808","0.14"
"V22 4XF","0.20"
"SU 6682","0.14"
"MOS 252","0.03"
"95L 7882","0.15"
"62K•198","0.12"
"SO 4956","0.16"
"90Y•253","0.10"
"049 AWU","0.17"
"HZD 480","0.01"
"44-L544","0.19"
"OUZ-2755","0.13"
"3E 38312","0.20"
"546 4HZ","0.20"
"625 EOE","0.04"
"57Y 6233","0.11"
"264-XRB","0.12"
"79K•203","0.19"
"193 ZVR","0.08"
"E30-41T","0.15"
"RYJ-3009","0.02"
"323 NSF","0.17"
"11-ZQ92","0.19"
"390 2YT","0.02"
"342 WTT","0.18"
"GD1 9430","0.17"
"9W 6Q0EHY","0.07"
"LDH 421","0.19"
"63JX6","0.05"
"4DXF566","0.03"
"9DGH 93","0.02"
"3-7646T","0.19"
"HFP-9466","0.08"
"8FK1658","0.16"
"153 RBI","0.05"
"8896 SB","0.04"
"358 1BD","0.02"
"BAE-5880","0.20"
"HUD 701","0.12"
"980 MV1","0.18"
"4M XH180","0.18"
"110-QZR","0.17"
"2YXR 81","0.09"
"LPN 545","0.19"
